name,id,lv,power,need_build,food,wood,stone,iron,time,des,effect,name_en,des_en
{造船厂}({等级} 11),27,11,3518,1_19,83083,83083,83083,41541,99700,{金币} {产量}_+300/{小时}${货船} {数量}_2${制造队列}_3,200_300+410_2+413_3,Shipyard(Lv 11),Gold Coin Output_+300/H$Freighter Quantity_2$Make Queue_3
{造船厂}({等级} 12),27,12,6104,1_19,129333,129333,129333,64666,155200,{金币} {产量}_+320/{小时}${货船} {数量}_2${制造队列}_3,200_320+410_2+413_3,Shipyard(Lv 12),Gold Coin Output_+320/H$Freighter Quantity_2$Make Queue_3
{造船厂}({等级} 13),27,13,10004,1_19,195000,195000,195000,97500,234000,{金币} {产量}_+340/{小时}${货船} {数量}_3${制造队列}_3,200_340+410_3+413_3,Shipyard(Lv 13),Gold Coin Output_+340/H$Freighter Quantity_3$Make Queue_3
{造船厂}({等级} 14),27,14,15728,1_19,286166,286166,286166,143083,343400,{金币} {产量}_+360/{小时}${货船} {数量}_3${制造队列}_3,200_360+410_3+413_3,Shipyard(Lv 14),Gold Coin Output_+360/H$Freighter Quantity_3$Make Queue_3
{造船厂}({等级} 15),27,15,23933,1_19,410250,410250,410250,205125,492300,{金币} {产量}_+380/{小时}${货船} {数量}_3${制造队列}_3,200_380+410_3+413_3,Shipyard(Lv 15),Gold Coin Output_+380/H$Freighter Quantity_3$Make Queue_3
{造船厂}({等级} 16),27,16,35463,1_19,576500,576500,576500,288250,691800,{金币} {产量}_+400/{小时}${货船} {数量}_3${制造队列}_4,200_400+410_3+413_4,Shipyard(Lv 16),Gold Coin Output_+400/H$Freighter Quantity_3$Make Queue_4
{造船厂}({等级} 17),27,17,51378,1_19,795750,795750,795750,397875,954900,{金币} {产量}_+420/{小时}${货船} {数量}_3${制造队列}_4,200_420+410_3+413_4,Shipyard(Lv 17),Gold Coin Output_+420/H$Freighter Quantity_3$Make Queue_4
{造船厂}({等级} 18),27,18,73006,1_19,1081416,1081416,1081416,540708,1297700,{金币} {产量}_+440/{小时}${货船} {数量}_3${制造队列}_4,200_440+410_3+413_4,Shipyard(Lv 18),Gold Coin Output_+440/H$Freighter Quantity_3$Make Queue_4
{造船厂}({等级} 19),27,19,101989,1_19,1449166,1449166,1449166,724583,1739000,{金币} {产量}_+460/{小时}${货船} {数量}_4${制造队列}_4,200_460+410_4+413_4,Shipyard(Lv 19),Gold Coin Output_+460/H$Freighter Quantity_4$Make Queue_4
{造船厂}({等级} 20),27,20,140349,1_20,1918000,1918000,1918000,959000,2301600,{金币} {产量}_+480/{小时}${货船} {数量}_4${制造队列}_4,200_480+410_4+413_4,Shipyard(Lv 20),Gold Coin Output_+480/H$Freighter Quantity_4$Make Queue_4
{造船厂}({等级} 21),27,21,190551,1_21,2510083,2510083,2510083,1255041,3012100,{金币} {产量}_+500/{小时}${货船} {数量}_4${制造队列}_5,200_500+410_4+413_5,Shipyard(Lv 21),Gold Coin Output_+500/H$Freighter Quantity_4$Make Queue_5
{造船厂}({等级} 22),27,22,255584,1_22,3251666,3251666,3251666,1625833,3902000,{金币} {产量}_+520/{小时}${货船} {数量}_4${制造队列}_5,200_520+410_4+413_5,Shipyard(Lv 22),Gold Coin Output_+520/H$Freighter Quantity_4$Make Queue_5
{造船厂}({等级} 23),27,23,339058,1_23,4173666,4173666,4173666,2086833,5008400,{金币} {产量}_+550/{小时}${货船} {数量}_4${制造队列}_5,200_550+410_4+413_5,Shipyard(Lv 23),Gold Coin Output_+550/H$Freighter Quantity_4$Make Queue_5
{造船厂}({等级} 24),27,24,445298,1_24,5312000,5312000,5312000,2656000,6374400,{金币} {产量}_+580/{小时}${货船} {数量}_4${制造队列}_5,200_580+410_4+413_5,Shipyard(Lv 24),Gold Coin Output_+580/H$Freighter Quantity_4$Make Queue_5
{造船厂}({等级} 25),27,25,579473,1_25,6708750,6708750,6708750,3354375,8050500,{金币} {产量}_+620/{小时}${货船} {数量}_5${制造队列}_5,200_620+410_5+413_5,Shipyard(Lv 25),Gold Coin Output_+620/H$Freighter Quantity_5$Make Queue_5
{航海学院}({等级} 1),28,1,50,1_19,25,25,25,0,10,{船舶航行速度}_+0.5%${船舶贸易所得金币收益}_+0.5%,411_0.005+412_0.005,Navigation Academy(Lv 1),Ship Navigation Speed_+0.5%$Gold Income from Ship Trade_+0.5%
{航海学院}({等级} 2),28,2,100,1_19,50,50,50,0,60,{船舶航行速度}_+1%${船舶贸易所得金币收益}_+1%,411_0.01+412_0.01,Navigation Academy(Lv 2),Ship Navigation Speed_+1%$Gold Income from Ship Trade_+1%
{航海学院}({等级} 3),28,3,150,1_19,150,150,150,0,120,{船舶航行速度}_+1.5%${船舶贸易所得金币收益}_+1.5%,411_0.015+412_0.015,Navigation Academy(Lv 3),Ship Navigation Speed_+1.5%$Gold Income from Ship Trade_+1.5%
{航海学院}({等级} 4),28,4,200,1_19,500,500,500,0,300,{船舶航行速度}_+2%${船舶贸易所得金币收益}_+2%,411_0.02+412_0.02,Navigation Academy(Lv 4),Ship Navigation Speed_+2%$Gold Income from Ship Trade_+2%
{航海学院}({等级} 5),28,5,250,1_19,1500,1500,1500,0,1800,{船舶航行速度}_+2.5%${船舶贸易所得金币收益}_+2.5%,411_0.025+412_0.025,Navigation Academy(Lv 5),Ship Navigation Speed_+2.5%$Gold Income from Ship Trade_+2.5%
{航海学院}({等级} 6),28,6,300,1_19,3000,3000,3000,0,3600,{船舶航行速度}_+3%${船舶贸易所得金币收益}_+3%,411_0.03+412_0.03,Navigation Academy(Lv 6),Ship Navigation Speed_+3%$Gold Income from Ship Trade_+3%
{航海学院}({等级} 7),28,7,350,1_19,6000,6000,6000,0,7200,{船舶航行速度}_+3.5%${船舶贸易所得金币收益}_+3.5%,411_0.035+412_0.035,Navigation Academy(Lv 7),Ship Navigation Speed_+3.5%$Gold Income from Ship Trade_+3.5%
{航海学院}({等级} 8),28,8,456,1_19,11666,11666,11666,0,14000,{船舶航行速度}_+4%${船舶贸易所得金币收益}_+4%,411_0.04+412_0.04,Navigation Academy(Lv 8),Ship Navigation Speed_+4%$Gold Income from Ship Trade_+4%
{航海学院}({等级} 9),28,9,923,1_19,23333,23333,23333,11666,28000,{船舶航行速度}_+4.5%${船舶贸易所得金币收益}_+4.5%,411_0.045+412_0.045,Navigation Academy(Lv 9),Ship Navigation Speed_+4.5%$Gold Income from Ship Trade_+4.5%
{航海学院}({等级} 10),28,10,1856,1_19,46666,46666,46666,23333,56000,{船舶航行速度}_+5%${船舶贸易所得金币收益}_+5%,411_0.05+412_0.05,Navigation Academy(Lv 10),Ship Navigation Speed_+5%$Gold Income from Ship Trade_+5%
{航海学院}({等级} 11),28,11,3518,1_19,83083,83083,83083,41541,99700,{船舶航行速度}_+5.5%${船舶贸易所得金币收益}_+5.5%,411_0.055+412_0.055,Navigation Academy(Lv 11),Ship Navigation Speed_+5.5%$Gold Income from Ship Trade_+5.5%
{航海学院}({等级} 12),28,12,6104,1_19,129333,129333,129333,64666,155200,{船舶航行速度}_+6%${船舶贸易所得金币收益}_+6%,411_0.06+412_0.06,Navigation Academy(Lv 12),Ship Navigation Speed_+6%$Gold Income from Ship Trade_+6%
{航海学院}({等级} 13),28,13,10004,1_19,195000,195000,195000,97500,234000,{船舶航行速度}_+6.5%${船舶贸易所得金币收益}_+6.5%,411_0.065+412_0.065,Navigation Academy(Lv 13),Ship Navigation Speed_+6.5%$Gold Income from Ship Trade_+6.5%
{航海学院}({等级} 14),28,14,15728,1_19,286166,286166,286166,143083,343400,{船舶航行速度}_+7%${船舶贸易所得金币收益}_+7%,411_0.07+412_0.07,Navigation Academy(Lv 14),Ship Navigation Speed_+7%$Gold Income from Ship Trade_+7%
{航海学院}({等级} 15),28,15,23933,1_19,410250,410250,410250,205125,492300,{船舶航行速度}_+8%${船舶贸易所得金币收益}_+8%,411_0.08+412_0.08,Navigation Academy(Lv 15),Ship Navigation Speed_+8%$Gold Income from Ship Trade_+8%
{航海学院}({等级} 16),28,16,35463,1_19,576500,576500,576500,288250,691800,{船舶航行速度}_+9%${船舶贸易所得金币收益}_+9%,411_0.09+412_0.09,Navigation Academy(Lv 16),Ship Navigation Speed_+9%$Gold Income from Ship Trade_+9%
{航海学院}({等级} 17),28,17,51378,1_19,795750,795750,795750,397875,954900,{船舶航行速度}_+10%${船舶贸易所得金币收益}_+10%,411_0.1+412_0.1,Navigation Academy(Lv 17),Ship Navigation Speed_+10%$Gold Income from Ship Trade_+10%
{航海学院}({等级} 18),28,18,73006,1_19,1081416,1081416,1081416,540708,1297700,{船舶航行速度}_+11%${船舶贸易所得金币收益}_+11%,411_0.11+412_0.11,Navigation Academy(Lv 18),Ship Navigation Speed_+11%$Gold Income from Ship Trade_+11%
{航海学院}({等级} 19),28,19,101989,1_19,1449166,1449166,1449166,724583,1739000,{船舶航行速度}_+12%${船舶贸易所得金币收益}_+12%,411_0.12+412_0.12,Navigation Academy(Lv 19),Ship Navigation Speed_+12%$Gold Income from Ship Trade_+12%
{航海学院}({等级} 20),28,20,140349,1_20,1918000,1918000,1918000,959000,2301600,{船舶航行速度}_+13%${船舶贸易所得金币收益}_+13%,411_0.13+412_0.13,Navigation Academy(Lv 20),Ship Navigation Speed_+13%$Gold Income from Ship Trade_+13%
{航海学院}({等级} 21),28,21,190551,1_21,2510083,2510083,2510083,1255041,3012100,{船舶航行速度}_+14%${船舶贸易所得金币收益}_+14%,411_0.14+412_0.14,Navigation Academy(Lv 21),Ship Navigation Speed_+14%$Gold Income from Ship Trade_+14%
{航海学院}({等级} 22),28,22,255584,1_22,3251666,3251666,3251666,1625833,3902000,{船舶航行速度}_+15%${船舶贸易所得金币收益}_+15%,411_0.15+412_0.15,Navigation Academy(Lv 22),Ship Navigation Speed_+15%$Gold Income from Ship Trade_+15%
{航海学院}({等级} 23),28,23,339058,1_23,4173666,4173666,4173666,2086833,5008400,{船舶航行速度}_+16%${船舶贸易所得金币收益}_+16%,411_0.16+412_0.16,Navigation Academy(Lv 23),Ship Navigation Speed_+16%$Gold Income from Ship Trade_+16%
{航海学院}({等级} 24),28,24,445298,1_24,5312000,5312000,5312000,2656000,6374400,{船舶航行速度}_+18%${船舶贸易所得金币收益}_+18%,411_0.18+412_0.18,Navigation Academy(Lv 24),Ship Navigation Speed_+18%$Gold Income from Ship Trade_+18%
{航海学院}({等级} 25),28,25,579473,1_25,6708750,6708750,6708750,3354375,8050500,{船舶航行速度}_+20%${船舶贸易所得金币收益}_+20%,411_0.2+412_0.2,Navigation Academy(Lv 25),Ship Navigation Speed_+20%$Gold Income from Ship Trade_+20%
